primerLabel,srcLabel,srcWell,dstLabel,dstWell,volume,,dst1
610248_1,0509Z3,G11,dst1,B6,80
610248_1,0509Z3,G11,dst1,C6,3
610248_2,0509Z3,G12,dst1,C6,5
610248_3,0509Z3,H01,dst1,C6,9
610248_4,0509Z3,H02,dst1,C6,6
610248_5,0509Z3,H03,dst1,C6,6
610248_6,0509Z3,H04,dst1,C6,4
610248_7,0509Z3,H05,dst1,C6,6
610248_8,0509Z3,H06,dst1,C6,5
610248_9,0509Z3,H07,dst1,C6,5
610248_10,0509Z3,H08,dst1,C6,7
610248_11,0509Z3,H09,dst1,C6,5
610248_12,0509Z3,H10,dst1,C6,6
610248_12,0509Z3,H10,dst1,D6,80
610248_11,0509Z3,H09,dst2,A1,80
610248_11,0509Z3,H09,dst2,B1,5
610248_12,0509Z3,H10,dst2,B1,6
610248_13,0509Z3,H11,dst2,B1,11
610248_14,0509Z3,H12,dst2,B1,7
610248_15,0509Z4,A01,dst2,B1,5
610248_16,0509Z4,A02,dst2,B1,6
610248_17,0509Z4,A03,dst2,B1,5
610248_18,0509Z4,A04,dst2,B1,4
610248_19,0509Z4,A05,dst2,B1,6
610248_20,0509Z4,A06,dst2,B1,6
610248_21,0509Z4,A07,dst2,B1,8
610248_22,0509Z4,A08,dst2,B1,8
610248_22,0509Z4,A08,dst2,C1,80
610249_1,0509Z4,A09,dst2,D1,80
610249_1,0509Z4,A09,dst2,A2,5
610249_2,0509Z4,A10,dst2,A2,4
610249_3,0509Z4,A11,dst2,A2,6
610249_4,0509Z4,A12,dst2,A2,7
610249_5,0509Z4,B01,dst2,A2,9
610249_6,0509Z4,B02,dst2,A2,8
610249_7,0509Z4,B03,dst2,A2,5
610249_8,0509Z4,B04,dst2,A2,5
610249_9,0509Z4,B05,dst2,A2,11
610249_10,0509Z4,B06,dst2,A2,7
610249_10,0509Z4,B06,dst2,B2,80
610250_1,0509Z4,B07,dst2,C2,80
610250_1,0509Z4,B07,dst2,D2,11
610250_2,0509Z4,B08,dst2,D2,8
610250_3,0509Z4,B09,dst2,D2,9
610250_4,0509Z4,B10,dst2,D2,7
610250_5,0509Z4,B11,dst2,D2,7
610250_6,0509Z4,B12,dst2,D2,4
610250_7,0509Z4,C01,dst2,D2,9
610250_8,0509Z4,C02,dst2,D2,7
610250_9,0509Z4,C03,dst2,D2,8
610250_10,0509Z4,C04,dst2,D2,6
610250_11,0509Z4,C05,dst2,D2,8
610250_12,0509Z4,C06,dst2,D2,10
610250_13,0509Z4,C07,dst2,D2,10
610250_14,0509Z4,C08,dst2,D2,11
610250_15,0509Z4,C09,dst2,D2,10
610250_16,0509Z4,C10,dst2,D2,7
610250_17,0509Z4,C11,dst2,D2,7
610250_18,0509Z4,C12,dst2,D2,6
610250_18,0509Z4,C12,dst2,A3,80
610252_1,0509Z4,D01,dst2,B3,80
610252_1,0509Z4,D01,dst2,C3,7
610252_2,0509Z4,D02,dst2,C3,9
610252_3,0509Z4,D03,dst2,C3,9
610252_4,0509Z4,D04,dst2,C3,9
610252_5,0509Z4,D05,dst2,C3,11
610252_6,0509Z4,D06,dst2,C3,9
610252_7,0509Z4,D07,dst2,C3,9
610252_8,0509Z4,D08,dst2,C3,12
610252_9,0509Z4,D09,dst2,C3,6
610252_10,0509Z4,D10,dst2,C3,10
610252_11,0509Z4,D11,dst2,C3,9
610252_12,0509Z4,D12,dst2,C3,8
610252_13,0509Z4,E01,dst2,C3,8
610252_14,0509Z4,E02,dst2,C3,8
610252_15,0509Z4,E03,dst2,C3,9
610252_16,0509Z4,E04,dst2,C3,5
610252_16,0509Z4,E04,dst2,D3,80
610252_15,0509Z4,E03,dst2,A4,80
610252_15,0509Z4,E03,dst2,B4,9
610252_16,0509Z4,E04,dst2,B4,5
610252_17,0509Z4,E05,dst2,B4,8
610252_18,0509Z4,E06,dst2,B4,7
610252_19,0509Z4,E07,dst2,B4,8
610252_20,0509Z4,E08,dst2,B4,6
610252_21,0509Z4,E09,dst2,B4,9
610252_22,0509Z4,E10,dst2,B4,8
610252_23,0509Z4,E11,dst2,B4,9
610252_24,0509Z4,E12,dst2,B4,8
610252_25,0509Z4,F01,dst2,B4,5
610252_26,0509Z4,F02,dst2,B4,6
610252_27,0509Z4,F03,dst2,B4,5
610252_28,0509Z4,F04,dst2,B4,5
610252_29,0509Z4,F05,dst2,B4,10
610252_30,0509Z4,F06,dst2,B4,5
610252_30,0509Z4,F06,dst2,C4,80
610253_1,0509Z4,F07,dst2,D4,80
610253_1,0509Z4,F07,dst2,A5,6
610253_2,0509Z4,F08,dst2,A5,8
610253_3,0509Z4,F09,dst2,A5,6
610253_4,0509Z4,F10,dst2,A5,12
610253_5,0509Z4,F11,dst2,A5,9
610253_6,0509Z4,F12,dst2,A5,6
610253_7,0509Z4,G01,dst2,A5,8
610253_8,0509Z4,G02,dst2,A5,6
610253_9,0509Z4,G03,dst2,A5,5
610253_10,0509Z4,G04,dst2,A5,4
610253_11,0509Z4,G05,dst2,A5,7
610253_12,0509Z4,G06,dst2,A5,4
610253_13,0509Z4,G07,dst2,A5,5
610253_14,0509Z4,G08,dst2,A5,6
610253_15,0509Z4,G09,dst2,A5,10
610253_16,0509Z4,G10,dst2,A5,8
610253_16,0509Z4,G10,dst2,B5,80
610253_15,0509Z4,G09,dst2,C5,80
610253_15,0509Z4,G09,dst2,D5,10
610253_16,0509Z4,G10,dst2,D5,8
610253_17,0509Z4,G11,dst2,D5,8
610253_18,0509Z4,G12,dst2,D5,6
610253_19,0509Z4,H01,dst2,D5,15
610253_20,0509Z4,H02,dst2,D5,10
610253_21,0509Z4,H03,dst2,D5,7
610253_22,0509Z4,H04,dst2,D5,6
610253_23,0509Z4,H05,dst2,D5,8
610253_24,0509Z4,H06,dst2,D5,8
610253_25,0509Z4,H07,dst2,D5,9
610253_26,0509Z4,H08,dst2,D5,8
610253_27,0509Z4,H09,dst2,D5,6
610253_28,0509Z4,H10,dst2,D5,8
610253_29,0509Z4,H11,dst2,D5,10
610253_30,0509Z4,H12,dst2,D5,8
610253_30,0509Z4,H12,dst2,A6,80
