primerLabel,srcLabel,srcWell,dstLabel,dstWell,volume,,,dst1,dst2,dst3,
610098_1,0509Z3,A01,dst1,1,80,,1,610098_1,610225_27-40,610250_18,
610098_1,0509Z3,A01,dst1,2,4,,2,610098_1-16,610225_40,610252_1,
610098_2,0509Z3,A02,dst1,2,3,,3,610098_16,610225_39,610252_1-16,
610098_3,0509Z3,A03,dst1,2,7,,4,610098_15,610225_39-52,610252_16,
610098_4,0509Z3,A04,dst1,2,6,,5,610098_15-30,610225_52,610252_15,
610098_5,0509Z3,A05,dst1,2,4,,6,610098_30,610248_1,610252_15-30,
610098_6,0509Z3,A06,dst1,2,4,,7,610225_1,610248_1-12,610252_30,
610098_7,0509Z3,A07,dst1,2,4,,8,610225_1-8,610248_12,610253_1,
610098_8,0509Z3,A08,dst1,2,5,,9,610225_8,610248_11,610253_1-16,
610098_9,0509Z3,A09,dst1,2,5,,10,610225_7,610248_11-22,610253_16,
610098_10,0509Z3,A10,dst1,2,5,,11,610225_7-16,610248_22,610253_15,
610098_11,0509Z3,A11,dst1,2,5,,12,610225_16,610249_1,610253_15-30,
610098_12,0509Z3,A12,dst1,2,5,,13,610225_15,610249_1-10,610253_30,
610098_13,0509Z3,B01,dst1,2,6,,14,610225_15-28,610249_10,
610098_14,0509Z3,B02,dst1,2,6,,15,610225_28,610250_1,
610098_15,0509Z3,B03,dst1,2,4,,16,610225_27,610250_1-18,
610098_16,0509Z3,B04,dst1,2,4
610098_16,0509Z3,B04,dst1,3,80
610098_15,0509Z3,B03,dst1,4,80
610098_15,0509Z3,B03,dst1,5,4
610098_16,0509Z3,B04,dst1,5,4
610098_17,0509Z3,B05,dst1,5,5
610098_18,0509Z3,B06,dst1,5,5
610098_19,0509Z3,B07,dst1,5,10
610098_20,0509Z3,B08,dst1,5,6
610098_21,0509Z3,B09,dst1,5,6
610098_22,0509Z3,B10,dst1,5,6
610098_23,0509Z3,B11,dst1,5,5
610098_24,0509Z3,B12,dst1,5,7
610098_25,0509Z3,C01,dst1,5,4
610098_26,0509Z3,C02,dst1,5,4
610098_27,0509Z3,C03,dst1,5,7
610098_28,0509Z3,C04,dst1,5,7
610098_29,0509Z3,C05,dst1,5,4
610098_30,0509Z3,C06,dst1,5,5
610098_30,0509Z3,C06,dst1,6,80
610225_1,0509Z3,C07,dst1,7,80
610225_1,0509Z3,C07,dst1,8,6
610225_2,0509Z3,C08,dst1,8,8
610225_3,0509Z3,C09,dst1,8,7
610225_4,0509Z3,C10,dst1,8,6
610225_5,0509Z3,C11,dst1,8,5
610225_6,0509Z3,C12,dst1,8,6
610225_7,0509Z3,D01,dst1,8,8
610225_8,0509Z3,D02,dst1,8,6
610225_8,0509Z3,D02,dst1,9,80
610225_7,0509Z3,D01,dst1,10,80
610225_7,0509Z3,D01,dst1,11,8
610225_8,0509Z3,D02,dst1,11,6
610225_9,0509Z3,D03,dst1,11,5
610225_10,0509Z3,D04,dst1,11,5
610225_11,0509Z3,D05,dst1,11,5
610225_12,0509Z3,D06,dst1,11,5
610225_13,0509Z3,D07,dst1,11,7
610225_14,0509Z3,D08,dst1,11,5
