primerLabel,srcLabel,srcWell,dstLabel,dstWell,volume,,dst1
505461_20,1031H1,E03,dst4,14,10
505461_21,1031H1,E04,dst4,14,8
505461_22,1031H1,E05,dst4,14,10
505461_23,1031H1,E06,dst4,14,9
505461_24,1031H1,E07,dst4,14,10
505461_25,1031H1,E08,dst4,14,8
505461_26,1031H1,E09,dst4,14,9
505461_26,1031H1,E09,dst4,15,90
505461_25,1031H1,E08,dst4,16,80
505461_25,1031H1,E08,dst5,1,8
505461_26,1031H1,E09,dst5,1,9
505461_27,1031H1,E10,dst5,1,7
505461_28,1031H1,E11,dst5,1,9
505461_29,1031H1,E12,dst5,1,8
505461_30,1031H1,F01,dst5,1,9
505461_31,1031H1,F02,dst5,1,11
505461_32,1031H1,F03,dst5,1,10
505461_33,1031H1,F04,dst5,1,8
505461_34,1031H1,F05,dst5,1,8
505461_34,1031H1,F05,dst5,2,80
505461_33,1031H1,F04,dst5,3,80
505461_33,1031H1,F04,dst5,4,8
505461_34,1031H1,F05,dst5,4,8
505461_35,1031H1,F06,dst5,4,8
505461_36,1031H1,F07,dst5,4,9
505461_37,1031H1,F08,dst5,4,11
505461_38,1031H1,F09,dst5,4,8
505461_39,1031H1,F10,dst5,4,9
505461_40,1031H1,F11,dst5,4,10
505461_41,1031H1,F12,dst5,4,8
505461_42,1031H1,G01,dst5,4,17
505461_42,1031H1,G01,dst5,5,170
505461_41,1031H1,F12,dst5,6,80
505461_41,1031H1,F12,dst5,7,8
505461_42,1031H1,G01,dst5,7,17
505461_43,1031H1,G02,dst5,7,9
505461_44,1031H1,G03,dst5,7,13
505461_45,1031H1,G04,dst5,7,8
505461_46,1031H1,G05,dst5,7,8
505461_47,1031H1,G06,dst5,7,8
505461_48,1031H1,G07,dst5,7,9
505461_49,1031H1,G08,dst5,7,8
505461_50,1031H1,G09,dst5,7,11
505461_50,1031H1,G09,dst5,8,110
505506_1,1031H1,G10,dst5,9,50
505506_1,1031H1,G10,dst5,10,5
505506_2,1031H1,G11,dst5,10,9
505506_3,1031H1,G12,dst5,10,10
505506_4,1031H1,H01,dst5,10,12
505506_5,1031H1,H02,dst5,10,7
505506_6,1031H1,H03,dst5,10,11
505506_7,1031H1,H04,dst5,10,7
505506_8,1031H1,H05,dst5,10,9
505506_9,1031H1,H06,dst5,10,10
505506_10,1031H1,H07,dst5,10,9
505506_11,1031H1,H08,dst5,10,8
505506_12,1031H1,H09,dst5,10,10
505506_13,1031H1,H10,dst5,10,9
505506_14,1031H1,H11,dst5,10,6
505506_14,1031H1,H11,dst5,11,60
505506_15,1031H1,H12,dst5,12,80
505506_15,1031H1,H12,dst5,13,8
505506_16,1031H2,A01,dst5,13,90
505506_16,1031H2,A01,dst5,14,9
505506_17,1031H2,A02,dst5,14,11
505506_18,1031H2,A03,dst5,14,8
505506_19,1031H2,A04,dst5,14,7
505506_20,1031H2,A05,dst5,14,10
505506_21,1031H2,A06,dst5,14,11
505506_22,1031H2,A07,dst5,14,12
505506_23,1031H2,A08,dst5,14,7
505506_24,1031H2,A09,dst5,14,9
505506_25,1031H2,A10,dst5,14,11
505506_26,1031H2,A11,dst5,14,8
505506_27,1031H2,A12,dst5,14,9
505506_28,1031H2,B01,dst5,14,8
505506_29,1031H2,B02,dst5,14,6
505506_30,1031H2,B03,dst5,14,8
505506_31,1031H2,B04,dst5,14,9
505506_32,1031H2,B05,dst5,14,6
505619_1,1031H2,B06,dst5,14,100
505619_1,1031H2,B06,dst5,15,10
505619_2,1031H2,B07,dst5,15,7
505619_3,1031H2,B08,dst5,15,9
505619_4,1031H2,B09,dst5,15,7
505619_5,1031H2,B10,dst5,15,8
505619_6,1031H2,B11,dst5,15,12
505619_7,1031H2,B12,dst5,15,7
505619_8,1031H2,C01,dst5,15,9
505619_9,1031H2,C02,dst5,15,6
505619_10,1031H2,C03,dst5,15,9
505619_10,1031H2,C03,dst5,16,90
505621_1,1031H2,C04,dst6,1,80
505621_1,1031H2,C04,dst6,2,8
505621_2,1031H2,C05,dst6,2,6
505621_3,1031H2,C06,dst6,2,8
505621_4,1031H2,C07,dst6,2,12
505621_5,1031H2,C08,dst6,2,7
505621_6,1031H2,C09,dst6,2,9
505621_7,1031H2,C10,dst6,2,10
505621_8,1031H2,C11,dst6,2,7
505621_9,1031H2,C12,dst6,2,8
505621_10,1031H2,D01,dst6,2,6
505621_11,1031H2,D02,dst6,2,8
505621_12,1031H2,D03,dst6,2,11
505621_13,1031H2,D04,dst6,2,8
505621_14,1031H2,D05,dst6,2,7
505621_15,1031H2,D06,dst6,2,10
505621_16,1031H2,D07,dst6,2,10
505621_16,1031H2,D07,dst6,3,100
505621_15,1031H2,D06,dst6,4,100
505621_15,1031H2,D06,dst6,5,10
505621_16,1031H2,D07,dst6,5,10
505621_17,1031H2,D08,dst6,5,7
505621_18,1031H2,D09,dst6,5,8
505621_19,1031H2,D10,dst6,5,12
505621_20,1031H2,D11,dst6,5,8
505621_21,1031H2,D12,dst6,5,7
505621_22,1031H2,E01,dst6,5,70
505621_22,1031H2,E01,dst6,6,7
505621_23,1031H2,E02,dst6,6,12
505621_24,1031H2,E03,dst6,6,11
505621_25,1031H2,E04,dst6,6,11
505621_26,1031H2,E05,dst6,6,10
505621_27,1031H2,E06,dst6,6,10
505621_28,1031H2,E07,dst6,6,9
505621_29,1031H2,E08,dst6,6,9
505621_30,1031H2,E09,dst6,6,7
505621_31,1031H2,E10,dst6,6,9
505621_32,1031H2,E11,dst6,6,13
505622_1,1031H2,E12,dst6,6,80
505622_1,1031H2,E12,dst6,7,8
505622_2,1031H2,F01,dst6,7,9
505622_3,1031H2,F02,dst6,7,6
505622_4,1031H2,F03,dst6,7,6
505622_5,1031H2,F04,dst6,7,7
505622_6,1031H2,F05,dst6,7,6
505622_7,1031H2,F06,dst6,7,7
505622_8,1031H2,F07,dst6,7,8
505622_9,1031H2,F08,dst6,7,6
505622_10,1031H2,F09,dst6,7,6
505622_11,1031H2,F10,dst6,7,6
505622_12,1031H2,F11,dst6,7,6
505622_13,1031H2,F12,dst6,7,8
505622_14,1031H2,G01,dst6,7,8
505622_14,1031H2,G01,dst6,8,80
505623_1,1031H2,G02,dst6,9,80
505623_1,1031H2,G02,dst6,10,8
505623_2,1031H2,G03,dst6,10,7
505623_3,1031H2,G04,dst6,10,6
505623_4,1031H2,G05,dst6,10,6
505623_5,1031H2,G06,dst6,10,7
505623_6,1031H2,G07,dst6,10,5
505623_7,1031H2,G08,dst6,10,5
505623_8,1031H2,G09,dst6,10,8
505623_9,1031H2,G10,dst6,10,8
505623_10,1031H2,G11,dst6,10,8
505623_11,1031H2,G12,dst6,10,8
505623_12,1031H2,H01,dst6,10,6
505623_13,1031H2,H02,dst6,10,6
505623_14,1031H2,H03,dst6,10,10
505623_14,1031H2,H03,dst6,11,100
505627_1,1031H2,H04,dst6,12,80
505627_1,1031H2,H04,dst6,13,8
505627_2,1031H2,H05,dst6,13,9
505627_3,1031H2,H06,dst6,13,7
505627_4,1031H2,H07,dst6,13,10
505627_5,1031H2,H08,dst6,13,10
505627_6,1031H2,H09,dst6,13,9
505627_7,1031H2,H10,dst6,13,7
505627_8,1031H2,H11,dst6,13,10
505627_8,1031H2,H11,dst6,14,100
