primerLabel,srcLabel,srcWell,dstLabel,dstWell,volume,,dst1
563484_39,0224D3,H03,dst2,7,9
563484_40,0224D3,H04,dst2,7,8
563484_41,0224D3,H05,dst2,7,7
563484_42,0224D3,H06,dst2,7,9
563484_43,0224D3,H07,dst2,7,8
563484_44,0224D3,H08,dst2,7,8
563484_45,0224D3,H09,dst2,7,8
563484_46,0224D3,H10,dst2,7,6
563484_46,0224D3,H10,dst2,8,60
563484_45,0224D3,H09,dst2,9,80
563484_45,0224D3,H09,dst2,10,8
563484_46,0224D3,H10,dst2,10,6
563484_47,0224D3,H11,dst2,10,8
563484_48,0224D3,H12,dst2,10,8
563484_49,0224D4,A01,dst2,10,8
563484_50,0224D4,A02,dst2,10,6
563484_51,0224D4,A03,dst2,10,7
563484_52,0224D4,A04,dst2,10,9
563484_53,0224D4,A05,dst2,10,6
563484_54,0224D4,A06,dst2,10,7
563484_55,0224D4,A07,dst2,10,8
563484_56,0224D4,A08,dst2,10,8
563484_56,0224D4,A08,dst2,11,80
563484_55,0224D4,A07,dst2,12,80
563484_55,0224D4,A07,dst2,13,8
563484_56,0224D4,A08,dst2,13,8
563484_57,0224D4,A09,dst2,13,8
563484_58,0224D4,A10,dst2,13,6
563484_59,0224D4,A11,dst2,13,8
563484_60,0224D4,A12,dst2,13,8
563484_61,0224D4,B01,dst2,13,7
563484_62,0224D4,B02,dst2,13,7
563484_63,0224D4,B03,dst2,13,7
563484_64,0224D4,B04,dst2,13,5
563484_65,0224D4,B05,dst2,13,6
563484_66,0224D4,B06,dst2,13,6
563484_67,0224D4,B07,dst2,13,7
563484_68,0224D4,B08,dst2,13,7
563484_69,0224D4,B09,dst2,13,7
563484_70,0224D4,B10,dst2,13,8
563484_70,0224D4,B10,dst2,14,80
563506_1,0224D4,B11,dst2,15,100
563506_2,0224D4,B12,dst2,16,100
563507_1,0224D4,C01,dst3,1,100
563507_2,0224D4,C02,dst3,2,100
563507_3,0224D4,C03,dst3,3,100
563507_4,0224D4,C04,dst3,4,100
563507_5,0224D4,C05,dst3,5,100
563507_6,0224D4,C06,dst3,6,100
563507_7,0224D4,C07,dst3,7,100
563507_8,0224D4,C08,dst3,8,100
563574_1,0224D4,C09,dst3,9,90
563574_1,0224D4,C09,dst3,10,9
563574_2,0224D4,C10,dst3,10,9
563574_3,0224D4,C11,dst3,10,8
563574_4,0224D4,C12,dst3,10,7
563574_5,0224D4,D01,dst3,10,8
563574_6,0224D4,D02,dst3,10,7
563574_7,0224D4,D03,dst3,10,8
563574_8,0224D4,D04,dst3,10,8
563574_8,0224D4,D04,dst3,11,80
563574_7,0224D4,D03,dst3,12,80
563574_7,0224D4,D03,dst3,13,8
563574_8,0224D4,D04,dst3,13,8
563574_9,0224D4,D05,dst3,13,6
563574_10,0224D4,D06,dst3,13,8
563574_11,0224D4,D07,dst3,13,8
563574_12,0224D4,D08,dst3,13,9
563574_13,0224D4,D09,dst3,13,7
563574_14,0224D4,D10,dst3,13,7
563574_15,0224D4,D11,dst3,13,9
563574_16,0224D4,D12,dst3,13,7
563574_16,0224D4,D12,dst3,14,70
563574_15,0224D4,D11,dst3,15,90
563574_15,0224D4,D11,dst3,16,9
563574_16,0224D4,D12,dst3,16,7
563574_17,0224D4,E01,dst3,16,9
563574_18,0224D4,E02,dst3,16,8
563574_19,0224D4,E03,dst3,16,7
563574_20,0224D4,E04,dst3,16,8
563574_21,0224D4,E05,dst3,16,9
563574_22,0224D4,E06,dst3,16,10
563574_23,0224D4,E07,dst3,16,9
563574_24,0224D4,E08,dst3,16,9
563574_24,0224D4,E08,dst4,1,90
563574_23,0224D4,E07,dst4,2,90
563574_23,0224D4,E07,dst4,3,9
563574_24,0224D4,E08,dst4,3,9
563574_25,0224D4,E09,dst4,3,10
563574_26,0224D4,E10,dst4,3,7
563574_27,0224D4,E11,dst4,3,8
563574_28,0224D4,E12,dst4,3,8
563574_29,0224D4,F01,dst4,3,12
563574_30,0224D4,F02,dst4,3,9
563574_30,0224D4,F02,dst4,4,90
563574_31,0224D4,F03,dst4,5,70
563574_31,0224D4,F03,dst4,6,7
563574_32,0224D4,F04,dst4,6,7
563574_33,0224D4,F05,dst4,6,8
563574_34,0224D4,F06,dst4,6,9
563574_35,0224D4,F07,dst4,6,9
563574_36,0224D4,F08,dst4,6,8
563574_37,0224D4,F09,dst4,6,9
563574_38,0224D4,F10,dst4,6,7
563574_38,0224D4,F10,dst4,7,70
563574_37,0224D4,F09,dst4,8,90
563574_37,0224D4,F09,dst4,9,9
563574_38,0224D4,F10,dst4,9,7
563574_39,0224D4,F11,dst4,9,9
563574_40,0224D4,F12,dst4,9,8
563574_41,0224D4,G01,dst4,9,8
563574_42,0224D4,G02,dst4,9,8
563574_43,0224D4,G03,dst4,9,7
563574_44,0224D4,G04,dst4,9,9
563574_45,0224D4,G05,dst4,9,8
563574_46,0224D4,G06,dst4,9,8
563574_46,0224D4,G06,dst4,10,80
563574_47,0224D4,G07,dst4,11,70
563574_47,0224D4,G07,dst4,12,7
563574_48,0224D4,G08,dst4,12,8
563574_49,0224D4,G09,dst4,12,8
563574_50,0224D4,G10,dst4,12,9
563574_51,0224D4,G11,dst4,12,7
563574_52,0224D4,G12,dst4,12,7
563574_53,0224D4,H01,dst4,12,10
563574_54,0224D4,H02,dst4,12,9
563574_55,0224D4,H03,dst4,12,7
563574_56,0224D4,H04,dst4,12,9
563574_57,0224D4,H05,dst4,12,9
563574_58,0224D4,H06,dst4,12,7
563574_58,0224D4,H06,dst4,13,70
563576_1,0224D4,H07,dst4,14,100
563576_2,0224D4,H08,dst4,15,100
563577_1,0224D4,H09,dst4,16,100
563577_2,0224D4,H10,dst5,1,100
563578_1,0224D4,H11,dst5,2,100
563578_2,0224D4,H12,dst5,3,100
